date,city,latitude,longitude,AQI,PM2.5,PM10,NO2,SO2,CO,month,season_factor,month_num,year
2023-03-16,Puducherry,11.9416,79.8083,65.8,43.3,48.1,20.7,4.2,3.58,3,1.0,3,2023
2023-03-16,Lucknow,26.8467,80.9462,165.1,101.8,148.3,34.9,17.4,7.68,3,1.0,3,2023
2023-03-16,Patna,25.5941,85.1376,301.7,181.0,274.7,71.6,29.0,14.63,3,1.0,3,2023
2023-03-16,Ahmedabad,23.0225,72.5714,198.6,127.5,172.3,54.0,15.5,8.74,3,1.0,3,2023
2023-03-17,Delhi,28.6139,77.209,203.3,115.2,170.3,52.5,19.9,10.54,3,1.0,3,2023
2023-03-17,Mumbai,19.076,72.8777,167.6,101.9,156.1,41.6,14.4,9.44,3,1.0,3,2023
2023-03-17,Chennai,13.0827,80.2707,75.3,40.5,66.3,15.2,6.7,4.11,3,1.0,3,2023
2023-03-17,Kolkata,22.5726,88.3639,197.4,114.0,173.8,53.6,20.7,11.95,3,1.0,3,2023
2023-03-17,Bengaluru,12.9716,77.5946,135.4,87.0,110.8,36.9,13.4,6.22,3,1.0,3,2023
2023-03-17,Hyderabad,17.385,78.4867,125.9,80.3,117.3,28.0,14.1,5.66,3,1.0,3,2023
2023-03-17,Puducherry,11.9416,79.8083,79.3,46.1,69.6,22.9,5.8,5.91,3,1.0,3,2023
2023-03-17,Lucknow,26.8467,80.9462,101.6,58.0,94.4,27.7,10.0,5.02,3,1.0,3,2023
2023-03-17,Patna,25.5941,85.1376,268.7,160.1,253.0,70.5,28.6,12.47,3,1.0,3,2023
2023-03-17,Ahmedabad,23.0225,72.5714,156.4,92.3,132.7,40.5,14.6,8.48,3,1.0,3,2023
2023-03-18,Delhi,28.6139,77.209,194.4,125.2,167.8,49.5,21.0,9.15,3,1.0,3,2023
2023-03-18,Mumbai,19.076,72.8777,174.1,98.3,168.3,43.6,16.2,8.41,3,1.0,3,2023
2023-03-18,Chennai,13.0827,80.2707,110.2,63.2,93.2,26.7,8.7,7.33,3,1.0,3,2023
2023-03-18,Kolkata,22.5726,88.3639,151.7,95.2,138.2,34.0,15.2,8.37,3,1.0,3,2023
2023-03-18,Bengaluru,12.9716,77.5946,94.4,62.6,93.1,27.3,8.5,3.64,3,1.0,3,2023
2023-03-18,Hyderabad,17.385,78.4867,98.5,60.1,93.0,15.9,9.8,5.08,3,1.0,3,2023
2023-03-18,Puducherry,11.9416,79.8083,69.4,48.1,65.8,22.6,6.5,4.41,3,1.0,3,2023
2023-03-18,Lucknow,26.8467,80.9462,326.3,202.3,284.9,80.6,31.9,16.8,3,1.0,3,2023
2023-03-18,Patna,25.5941,85.1376,288.0,168.6,259.7,63.9,31.7,13.89,3,1.0,3,2023
2023-03-18,Ahmedabad,23.0225,72.5714,162.5,96.0,155.4,29.3,16.2,8.02,3,1.0,3,2023
2023-03-19,Delhi,28.6139,77.209,243.7,154.9,212.2,64.0,25.1,13.45,3,1.0,3,2023
2023-03-19,Mumbai,19.076,72.8777,113.3,64.3,110.7,30.0,8.2,5.13,3,1.0,3,2023
2023-03-19,Chennai,13.0827,80.2707,99.7,64.0,84.3,13.3,11.0,3.76,3,1.0,3,2023
2023-03-19,Kolkata,22.5726,88.3639,79.1,33.3,77.7,20.3,7.5,5.34,3,1.0,3,2023
2023-03-19,Bengaluru,12.9716,77.5946,119.1,79.5,96.0,29.6,8.7,5.73,3,1.0,3,2023
2023-03-19,Hyderabad,17.385,78.4867,111.3,69.9,100.5,30.3,12.5,7.72,3,1.0,3,2023
2023-03-19,Puducherry,11.9416,79.8083,68.7,36.5,63.8,14.0,9.8,3.15,3,1.0,3,2023
2023-03-19,Lucknow,26.8467,80.9462,183.2,107.6,170.6,45.2,17.0,10.83,3,1.0,3,2023
2023-03-19,Patna,25.5941,85.1376,180.1,108.2,167.3,38.5,19.0,7.95,3,1.0,3,2023
2023-03-19,Ahmedabad,23.0225,72.5714,197.0,113.4,182.8,53.7,21.4,10.1,3,1.0,3,2023
2023-03-20,Delhi,28.6139,77.209,261.5,154.0,247.1,62.6,24.1,13.74,3,1.0,3,2023
2023-03-20,Mumbai,19.076,72.8777,108.2,60.2,85.8,25.1,10.7,5.65,3,1.0,3,2023
2023-03-20,Chennai,13.0827,80.2707,113.8,70.9,100.9,27.7,12.4,6.96,3,1.0,3,2023
2023-03-20,Kolkata,22.5726,88.3639,186.3,109.4,159.7,40.8,20.0,9.89,3,1.0,3,2023
2023-03-20,Bengaluru,12.9716,77.5946,117.3,69.7,116.8,27.4,13.6,5.83,3,1.0,3,2023
2023-03-20,Hyderabad,17.385,78.4867,98.7,62.2,92.1,26.1,10.0,4.9,3,1.0,3,2023
2023-03-20,Puducherry,11.9416,79.8083,122.8,79.6,116.3,31.1,14.3,6.66,3,1.0,3,2023
2023-03-20,Lucknow,26.8467,80.9462,221.7,131.5,198.9,42.7,22.6,10.6,3,1.0,3,2023
2023-03-20,Patna,25.5941,85.1376,351.5,211.0,306.8,87.7,33.1,18.05,3,1.0,3,2023
2023-03-20,Ahmedabad,23.0225,72.5714,173.1,108.6,149.5,43.4,14.6,9.36,3,1.0,3,2023
2023-03-21,Delhi,28.6139,77.209,321.5,195.4,289.4,82.0,35.4,15.79,3,1.0,3,2023
2023-03-21,Mumbai,19.076,72.8777,145.5,81.9,124.0,36.8,16.8,7.02,3,1.0,3,2023
2023-03-21,Chennai,13.0827,80.2707,84.1,48.4,71.4,22.2,5.4,5.49,3,1.0,3,2023
2023-03-21,Kolkata,22.5726,88.3639,146.7,91.6,121.9,39.4,16.0,7.72,3,1.0,3,2023
2023-03-21,Bengaluru,12.9716,77.5946,70.2,43.4,53.7,16.5,9.1,4.31,3,1.0,3,2023
2023-03-21,Hyderabad,17.385,78.4867,120.5,67.4,113.6,30.2,7.4,6.81,3,1.0,3,2023
2023-03-21,Puducherry,11.9416,79.8083,74.5,50.7,58.3,5.9,8.0,4.02,3,1.0,3,2023
2023-03-21,Lucknow,26.8467,80.9462,110.1,61.2,121.1,26.3,12.5,4.85,3,1.0,3,2023
2023-03-21,Patna,25.5941,85.1376,93.7,55.4,82.2,21.8,9.1,4.95,3,1.0,3,2023
2023-03-21,Ahmedabad,23.0225,72.5714,153.2,85.6,141.8,30.5,11.2,8.4,3,1.0,3,2023
2023-03-22,Delhi,28.6139,77.209,320.6,192.1,277.4,77.3,31.5,14.43,3,1.0,3,2023
2023-03-22,Mumbai,19.076,72.8777,110.4,69.5,110.8,25.9,12.6,3.61,3,1.0,3,2023
2023-03-22,Chennai,13.0827,80.2707,106.5,59.9,98.3,25.6,13.3,4.45,3,1.0,3,2023
2023-03-22,Kolkata,22.5726,88.3639,211.4,125.4,189.0,52.1,19.4,10.56,3,1.0,3,2023
2023-03-22,Bengaluru,12.9716,77.5946,98.1,60.1,89.0,27.7,11.7,3.85,3,1.0,3,2023
2023-03-22,Hyderabad,17.385,78.4867,150.4,84.3,140.1,40.1,11.2,7.61,3,1.0,3,2023
2023-03-22,Puducherry,11.9416,79.8083,65.6,35.6,69.8,13.8,4.9,3.36,3,1.0,3,2023
2023-03-22,Lucknow,26.8467,80.9462,264.6,158.1,247.5,68.3,22.1,12.7,3,1.0,3,2023
2023-03-22,Patna,25.5941,85.1376,200.7,122.8,159.6,60.4,21.1,10.18,3,1.0,3,2023
2023-03-22,Ahmedabad,23.0225,72.5714,213.2,139.6,198.8,57.1,21.6,10.52,3,1.0,3,2023
2023-03-23,Delhi,28.6139,77.209,241.9,141.0,212.2,55.1,24.0,10.41,3,1.0,3,2023
2023-03-23,Mumbai,19.076,72.8777,147.6,88.4,134.0,34.8,20.9,8.74,3,1.0,3,2023
2023-03-23,Chennai,13.0827,80.2707,58.9,36.5,48.1,10.7,3.2,3.38,3,1.0,3,2023
2023-03-23,Kolkata,22.5726,88.3639,145.9,92.4,139.3,42.0,12.9,7.77,3,1.0,3,2023
2023-03-23,Bengaluru,12.9716,77.5946,119.0,69.0,100.9,36.2,12.4,6.59,3,1.0,3,2023
2023-03-23,Hyderabad,17.385,78.4867,91.2,48.6,77.5,22.3,7.0,4.55,3,1.0,3,2023
2023-03-23,Puducherry,11.9416,79.8083,41.2,19.1,42.4,12.7,3.3,1.04,3,1.0,3,2023
2023-03-23,Lucknow,26.8467,80.9462,153.2,90.1,143.0,42.0,14.3,6.51,3,1.0,3,2023
2023-03-23,Patna,25.5941,85.1376,258.7,151.1,228.7,70.0,27.5,13.09,3,1.0,3,2023
2023-03-23,Ahmedabad,23.0225,72.5714,102.8,62.7,101.0,24.2,13.0,6.43,3,1.0,3,2023
2023-03-24,Delhi,28.6139,77.209,413.1,249.4,376.5,108.9,42.2,20.15,3,1.0,3,2023
2023-03-24,Mumbai,19.076,72.8777,122.1,74.5,99.6,30.0,14.4,3.91,3,1.0,3,2023
2023-03-24,Chennai,13.0827,80.2707,128.4,82.7,111.9,34.3,12.8,7.65,3,1.0,3,2023
2023-03-24,Kolkata,22.5726,88.3639,229.1,130.5,210.9,56.5,23.1,10.73,3,1.0,3,2023
2023-03-24,Bengaluru,12.9716,77.5946,152.4,96.6,131.2,32.8,14.5,8.05,3,1.0,3,2023
2023-03-24,Hyderabad,17.385,78.4867,128.4,83.3,121.9,36.0,13.5,5.03,3,1.0,3,2023
2023-03-24,Puducherry,11.9416,79.8083,71.1,48.0,63.6,19.8,6.5,2.53,3,1.0,3,2023
2023-03-24,Lucknow,26.8467,80.9462,212.0,128.7,185.6,52.1,19.3,11.72,3,1.0,3,2023
2023-03-24,Patna,25.5941,85.1376,219.4,138.9,209.7,54.5,19.9,8.88,3,1.0,3,2023
2023-03-24,Ahmedabad,23.0225,72.5714,93.8,49.4,95.4,23.9,10.2,2.47,3,1.0,3,2023
2023-03-25,Delhi,28.6139,77.209,184.2,115.0,168.1,45.5,19.5,10.85,3,1.0,3,2023
2023-03-25,Mumbai,19.076,72.8777,131.2,79.1,119.6,42.4,8.9,7.24,3,1.0,3,2023
2023-03-25,Chennai,13.0827,80.2707,87.1,55.1,73.1,21.6,10.1,7.47,3,1.0,3,2023
2023-03-25,Kolkata,22.5726,88.3639,220.4,128.0,195.0,53.3,18.4,10.69,3,1.0,3,2023
2023-03-25,Bengaluru,12.9716,77.5946,122.0,66.8,118.2,32.5,10.7,5.96,3,1.0,3,2023
2023-03-25,Hyderabad,17.385,78.4867,175.9,109.2,158.4,43.0,17.7,8.28,3,1.0,3,2023
2023-03-25,Puducherry,11.9416,79.8083,32.9,30.0,30.9,9.8,3.2,0.91,3,1.0,3,2023
2023-03-25,Lucknow,26.8467,80.9462,207.9,116.7,205.3,47.0,18.7,9.95,3,1.0,3,2023
2023-03-25,Patna,25.5941,85.1376,330.2,198.2,287.3,87.6,34.5,17.05,3,1.0,3,2023
2023-03-25,Ahmedabad,23.0225,72.5714,192.2,127.3,190.5,45.3,22.5,9.99,3,1.0,3,2023
2023-03-26,Delhi,28.6139,77.209,319.9,183.5,286.5,76.7,33.6,17.07,3,1.0,3,2023
2023-03-26,Mumbai,19.076,72.8777,57.0,34.1,60.3,13.5,7.2,3.2,3,1.0,3,2023
2023-03-26,Chennai,13.0827,80.2707,98.5,57.7,78.9,20.1,11.3,4.94,3,1.0,3,2023
2023-03-26,Kolkata,22.5726,88.3639,173.1,101.7,153.3,47.5,16.6,7.31,3,1.0,3,2023
2023-03-26,Bengaluru,12.9716,77.5946,122.3,72.4,110.3,37.0,12.2,6.4,3,1.0,3,2023
2023-03-26,Hyderabad,17.385,78.4867,78.7,46.1,75.7,13.5,8.3,4.04,3,1.0,3,2023
2023-03-26,Puducherry,11.9416,79.8083,75.8,50.7,70.9,24.9,5.6,3.93,3,1.0,3,2023
2023-03-26,Lucknow,26.8467,80.9462,225.5,130.0,210.6,65.7,22.5,11.78,3,1.0,3,2023
2023-03-26,Patna,25.5941,85.1376,245.9,144.0,206.7,58.7,21.8,14.0,3,1.0,3,2023
2023-03-26,Ahmedabad,23.0225,72.5714,154.8,91.2,146.4,34.2,13.9,7.81,3,1.0,3,2023
2023-03-27,Delhi,28.6139,77.209,362.3,219.9,328.1,90.9,37.0,18.32,3,1.0,3,2023
2023-03-27,Mumbai,19.076,72.8777,98.8,59.5,80.3,25.0,8.9,7.48,3,1.0,3,2023
2023-03-27,Chennai,13.0827,80.2707,89.0,46.4,79.0,24.3,12.2,3.86,3,1.0,3,2023
2023-03-27,Kolkata,22.5726,88.3639,100.9,64.6,79.8,23.5,9.6,4.98,3,1.0,3,2023
2023-03-27,Bengaluru,12.9716,77.5946,120.7,69.0,106.4,30.1,12.4,6.13,3,1.0,3,2023
2023-03-27,Hyderabad,17.385,78.4867,135.3,85.4,124.9,35.6,10.4,6.82,3,1.0,3,2023
2023-03-27,Puducherry,11.9416,79.8083,84.6,54.4,70.6,18.5,7.3,4.77,3,1.0,3,2023
2023-03-27,Lucknow,26.8467,80.9462,287.2,170.3,265.7,72.3,28.5,14.15,3,1.0,3,2023
2023-03-27,Patna,25.5941,85.1376,292.3,177.0,281.3,69.7,30.3,14.09,3,1.0,3,2023
2023-03-27,Ahmedabad,23.0225,72.5714,120.9,72.5,109.9,41.9,11.7,4.91,3,1.0,3,2023
2023-03-28,Delhi,28.6139,77.209,301.8,170.7,270.9,75.5,31.8,16.06,3,1.0,3,2023
2023-03-28,Mumbai,19.076,72.8777,119.9,71.2,101.8,25.5,12.6,4.72,3,1.0,3,2023
2023-03-28,Chennai,13.0827,80.2707,79.6,42.8,76.0,27.1,5.4,2.13,3,1.0,3,2023
2023-03-28,Kolkata,22.5726,88.3639,173.8,104.4,158.2,41.7,17.0,9.06,3,1.0,3,2023
2023-03-28,Bengaluru,12.9716,77.5946,131.2,68.9,115.1,33.7,11.3,8.29,3,1.0,3,2023
2023-03-28,Hyderabad,17.385,78.4867,97.8,58.5,92.5,22.1,6.1,4.46,3,1.0,3,2023
2023-03-28,Puducherry,11.9416,79.8083,95.6,55.7,79.3,27.6,8.9,4.27,3,1.0,3,2023
2023-03-28,Lucknow,26.8467,80.9462,229.7,141.7,225.8,60.7,25.3,10.98,3,1.0,3,2023
2023-03-28,Patna,25.5941,85.1376,168.2,101.2,152.2,37.7,16.5,8.81,3,1.0,3,2023
2023-03-28,Ahmedabad,23.0225,72.5714,176.2,108.2,160.9,42.0,16.6,7.61,3,1.0,3,2023
2023-03-29,Delhi,28.6139,77.209,422.8,253.7,378.7,102.0,48.2,20.07,3,1.0,3,2023
2023-03-29,Mumbai,19.076,72.8777,122.8,75.8,115.3,34.5,15.9,6.65,3,1.0,3,2023
2023-03-29,Chennai,13.0827,80.2707,63.6,36.9,59.7,24.2,3.6,4.38,3,1.0,3,2023
2023-03-29,Kolkata,22.5726,88.3639,189.0,117.6,169.3,43.9,20.4,10.1,3,1.0,3,2023
2023-03-29,Bengaluru,12.9716,77.5946,129.2,77.5,111.5,26.1,14.6,6.88,3,1.0,3,2023
2023-03-29,Hyderabad,17.385,78.4867,86.2,49.0,73.8,15.6,7.0,3.18,3,1.0,3,2023
2023-03-29,Puducherry,11.9416,79.8083,66.8,36.4,47.1,24.8,9.2,2.56,3,1.0,3,2023
2023-03-29,Lucknow,26.8467,80.9462,237.7,144.7,223.5,56.2,26.0,11.34,3,1.0,3,2023
2023-03-29,Patna,25.5941,85.1376,146.5,91.5,142.2,47.0,12.3,8.02,3,1.0,3,2023
2023-03-29,Ahmedabad,23.0225,72.5714,141.6,88.9,115.7,30.3,12.6,7.16,3,1.0,3,2023
2023-03-30,Delhi,28.6139,77.209,228.7,140.5,214.0,59.6,26.1,11.85,3,1.0,3,2023
2023-03-30,Mumbai,19.076,72.8777,91.3,61.6,77.3,26.5,12.3,5.02,3,1.0,3,2023
2023-03-30,Chennai,13.0827,80.2707,52.6,27.0,57.9,12.5,5.4,3.39,3,1.0,3,2023
2023-03-30,Kolkata,22.5726,88.3639,214.8,130.3,191.7,52.4,23.2,11.29,3,1.0,3,2023
2023-03-30,Bengaluru,12.9716,77.5946,92.3,60.8,82.0,19.7,7.7,3.64,3,1.0,3,2023
2023-03-30,Hyderabad,17.385,78.4867,110.5,72.5,93.0,28.4,9.7,5.26,3,1.0,3,2023
2023-03-30,Puducherry,11.9416,79.8083,44.8,25.8,38.8,13.4,4.9,1.04,3,1.0,3,2023
2023-03-30,Lucknow,26.8467,80.9462,290.5,175.4,263.0,72.6,28.0,14.74,3,1.0,3,2023
2023-03-30,Patna,25.5941,85.1376,273.3,155.2,241.7,67.3,27.8,14.86,3,1.0,3,2023
2023-03-30,Ahmedabad,23.0225,72.5714,125.3,72.7,108.7,28.1,11.8,7.04,3,1.0,3,2023
2023-03-31,Delhi,28.6139,77.209,195.7,119.6,162.5,46.7,18.9,11.46,3,1.0,3,2023
2023-03-31,Mumbai,19.076,72.8777,129.0,66.4,100.1,32.4,14.1,6.83,3,1.0,3,2023
2023-03-31,Chennai,13.0827,80.2707,94.2,62.3,80.5,27.1,6.2,3.81,3,1.0,3,2023
2023-03-31,Kolkata,22.5726,88.3639,89.6,52.4,80.3,22.9,9.1,3.55,3,1.0,3,2023
2023-03-31,Bengaluru,12.9716,77.5946,94.3,49.1,95.8,22.4,8.5,6.3,3,1.0,3,2023
2023-03-31,Hyderabad,17.385,78.4867,76.5,40.3,60.1,18.9,8.5,4.56,3,1.0,3,2023
2023-03-31,Puducherry,11.9416,79.8083,126.4,64.6,118.6,29.4,11.5,5.7,3,1.0,3,2023
2023-03-31,Lucknow,26.8467,80.9462,160.9,105.0,151.5,40.3,18.8,6.53,3,1.0,3,2023
2023-03-31,Patna,25.5941,85.1376,146.9,77.3,126.6,37.4,14.9,7.49,3,1.0,3,2023
2023-03-31,Ahmedabad,23.0225,72.5714,96.5,61.9,88.8,27.1,5.9,5.14,3,1.0,3,2023
2023-04-01,Delhi,28.6139,77.209,185.0,109.0,170.8,46.6,16.8,9.26,4,1.0,4,2023
2023-04-01,Mumbai,19.076,72.8777,78.7,53.0,69.2,24.1,6.8,3.41,4,1.0,4,2023
2023-04-01,Chennai,13.0827,80.2707,70.9,46.9,58.1,20.3,6.3,1.57,4,1.0,4,2023
2023-04-01,Kolkata,22.5726,88.3639,151.5,85.0,136.6,33.1,17.0,7.48,4,1.0,4,2023
2023-04-01,Bengaluru,12.9716,77.5946,94.7,60.1,92.9,23.6,7.9,2.96,4,1.0,4,2023
2023-04-01,Hyderabad,17.385,78.4867,96.0,54.5,87.3,22.6,11.0,4.19,4,1.0,4,2023
2023-04-01,Puducherry,11.9416,79.8083,73.9,50.3,69.2,18.2,6.2,3.06,4,1.0,4,2023
2023-04-01,Lucknow,26.8467,80.9462,164.7,96.1,154.3,40.3,13.8,10.0,4,1.0,4,2023
2023-04-01,Patna,25.5941,85.1376,262.4,150.4,232.6,66.0,29.6,12.01,4,1.0,4,2023
2023-04-01,Ahmedabad,23.0225,72.5714,203.9,129.3,178.5,49.9,18.3,9.99,4,1.0,4,2023
2023-04-02,Delhi,28.6139,77.209,277.1,169.6,258.1,66.3,23.8,13.83,4,1.0,4,2023
2023-04-02,Mumbai,19.076,72.8777,151.7,92.3,133.9,38.4,18.2,7.97,4,1.0,4,2023
2023-04-02,Chennai,13.0827,80.2707,80.7,45.9,71.3,26.7,7.7,4.02,4,1.0,4,2023
2023-04-02,Kolkata,22.5726,88.3639,155.9,99.0,156.0,40.8,15.8,7.83,4,1.0,4,2023
2023-04-02,Bengaluru,12.9716,77.5946,28.5,20.8,26.7,8.8,1.4,1.04,4,1.0,4,2023
2023-04-02,Hyderabad,17.385,78.4867,105.6,68.5,92.0,34.7,11.4,4.0,4,1.0,4,2023
2023-04-02,Puducherry,11.9416,79.8083,72.4,40.2,47.6,24.5,8.6,4.15,4,1.0,4,2023
2023-04-02,Lucknow,26.8467,80.9462,230.8,131.6,203.9,61.1,21.0,9.01,4,1.0,4,2023
2023-04-02,Patna,25.5941,85.1376,224.1,133.8,202.8,58.9,23.7,11.46,4,1.0,4,2023
2023-04-02,Ahmedabad,23.0225,72.5714,213.8,120.7,196.5,56.0,18.9,9.19,4,1.0,4,2023
2023-04-03,Delhi,28.6139,77.209,220.3,128.9,204.3,52.6,20.3,10.4,4,1.0,4,2023
2023-04-03,Mumbai,19.076,72.8777,184.7,110.9,164.8,45.7,21.1,8.49,4,1.0,4,2023
2023-04-03,Chennai,13.0827,80.2707,122.9,74.8,109.3,40.7,10.2,5.79,4,1.0,4,2023
2023-04-03,Kolkata,22.5726,88.3639,118.4,75.8,120.1,36.3,14.3,5.72,4,1.0,4,2023
2023-04-03,Bengaluru,12.9716,77.5946,89.0,45.0,96.4,24.1,7.9,5.78,4,1.0,4,2023
2023-04-03,Hyderabad,17.385,78.4867,86.0,53.6,76.0,24.1,8.5,2.85,4,1.0,4,2023
2023-04-03,Puducherry,11.9416,79.8083,76.5,51.1,68.6,22.2,5.6,3.8,4,1.0,4,2023
2023-04-03,Lucknow,26.8467,80.9462,179.4,111.4,161.7,47.6,20.1,9.66,4,1.0,4,2023
2023-04-03,Patna,25.5941,85.1376,259.1,150.5,233.2,62.6,25.2,12.58,4,1.0,4,2023
2023-04-03,Ahmedabad,23.0225,72.5714,115.9,59.8,99.0,29.7,8.9,5.81,4,1.0,4,2023
2023-04-04,Delhi,28.6139,77.209,432.0,264.3,401.9,109.6,45.5,20.88,4,1.0,4,2023
2023-04-04,Mumbai,19.076,72.8777,114.2,54.8,112.3,34.7,10.3,5.46,4,1.0,4,2023
2023-04-04,Chennai,13.0827,80.2707,71.2,44.6,73.1,10.8,7.9,3.28,4,1.0,4,2023
2023-04-04,Kolkata,22.5726,88.3639,185.7,113.7,165.6,46.0,18.1,10.26,4,1.0,4,2023
2023-04-04,Bengaluru,12.9716,77.5946,112.6,68.7,91.2,26.6,13.1,5.67,4,1.0,4,2023
2023-04-04,Hyderabad,17.385,78.4867,143.1,94.7,137.1,36.1,13.3,4.6,4,1.0,4,2023
2023-04-04,Puducherry,11.9416,79.8083,71.6,41.3,67.6,17.3,6.5,1.8,4,1.0,4,2023
2023-04-04,Lucknow,26.8467,80.9462,158.9,97.7,156.7,39.3,16.5,8.9,4,1.0,4,2023
2023-04-04,Patna,25.5941,85.1376,183.2,111.8,159.0,49.3,18.6,9.46,4,1.0,4,2023
2023-04-04,Ahmedabad,23.0225,72.5714,124.8,78.4,129.0,27.2,11.8,6.47,4,1.0,4,2023
2023-04-05,Delhi,28.6139,77.209,342.9,202.9,285.9,91.2,35.8,15.4,4,1.0,4,2023
2023-04-05,Mumbai,19.076,72.8777,115.7,77.3,115.7,32.7,11.2,5.87,4,1.0,4,2023
2023-04-05,Chennai,13.0827,80.2707,86.7,57.7,71.0,18.5,10.7,4.29,4,1.0,4,2023
2023-04-05,Kolkata,22.5726,88.3639,248.9,146.0,223.6,58.5,24.9,10.97,4,1.0,4,2023
2023-04-05,Bengaluru,12.9716,77.5946,85.4,44.1,82.4,24.2,5.1,5.6,4,1.0,4,2023
2023-04-05,Hyderabad,17.385,78.4867,207.4,124.7,181.5,63.1,18.1,10.39,4,1.0,4,2023
2023-04-05,Puducherry,11.9416,79.8083,78.6,53.9,73.6,17.7,6.0,3.59,4,1.0,4,2023
2023-04-05,Lucknow,26.8467,80.9462,154.5,92.9,134.5,32.6,18.0,7.23,4,1.0,4,2023
2023-04-05,Patna,25.5941,85.1376,151.2,89.9,136.6,30.8,15.8,6.51,4,1.0,4,2023
2023-04-05,Ahmedabad,23.0225,72.5714,237.0,144.8,210.1,56.3,23.5,12.46,4,1.0,4,2023
2023-04-06,Delhi,28.6139,77.209,278.0,165.7,250.7,67.1,27.1,11.81,4,1.0,4,2023
2023-04-06,Mumbai,19.076,72.8777,178.9,108.8,154.8,52.3,18.1,7.91,4,1.0,4,2023
2023-04-06,Chennai,13.0827,80.2707,111.4,68.8,103.4,26.1,12.0,5.31,4,1.0,4,2023
2023-04-06,Kolkata,22.5726,88.3639,207.8,115.2,183.5,58.8,19.2,9.79,4,1.0,4,2023
2023-04-06,Bengaluru,12.9716,77.5946,86.6,45.9,60.3,20.7,8.9,4.28,4,1.0,4,2023
2023-04-06,Hyderabad,17.385,78.4867,114.9,69.2,111.6,28.0,10.3,5.46,4,1.0,4,2023
2023-04-06,Puducherry,11.9416,79.8083,86.6,59.0,72.9,22.0,9.3,3.34,4,1.0,4,2023
2023-04-06,Lucknow,26.8467,80.9462,221.3,125.5,185.0,56.8,21.4,11.27,4,1.0,4,2023
2023-04-06,Patna,25.5941,85.1376,238.7,138.3,214.5,54.7,26.7,10.58,4,1.0,4,2023
2023-04-06,Ahmedabad,23.0225,72.5714,151.2,85.5,140.6,36.5,14.1,8.41,4,1.0,4,2023
2023-04-07,Delhi,28.6139,77.209,282.4,172.0,246.3,65.0,28.5,13.8,4,1.0,4,2023
2023-04-07,Mumbai,19.076,72.8777,165.1,98.7,150.2,34.8,20.3,8.09,4,1.0,4,2023
2023-04-07,Chennai,13.0827,80.2707,107.4,60.3,99.1,21.6,11.6,5.01,4,1.0,4,2023
2023-04-07,Kolkata,22.5726,88.3639,181.5,112.4,153.5,42.6,19.1,11.17,4,1.0,4,2023
2023-04-07,Bengaluru,12.9716,77.5946,95.9,60.5,85.5,31.7,6.1,4.89,4,1.0,4,2023
2023-04-07,Hyderabad,17.385,78.4867,63.1,25.3,59.2,16.3,5.7,3.05,4,1.0,4,2023
2023-04-07,Puducherry,11.9416,79.8083,137.0,80.9,127.4,31.7,14.3,6.61,4,1.0,4,2023
2023-04-07,Lucknow,26.8467,80.9462,193.3,125.1,183.4,48.9,14.7,9.3,4,1.0,4,2023
2023-04-07,Patna,25.5941,85.1376,429.2,256.4,395.1,113.1,43.4,20.62,4,1.0,4,2023
2023-04-07,Ahmedabad,23.0225,72.5714,50.4,33.7,38.8,13.3,2.5,2.25,4,1.0,4,2023
2023-04-08,Delhi,28.6139,77.209,282.7,171.0,245.5,75.5,27.1,12.46,4,1.0,4,2023
2023-04-08,Mumbai,19.076,72.8777,135.6,81.5,123.3,39.3,13.1,6.66,4,1.0,4,2023
2023-04-08,Chennai,13.0827,80.2707,62.4,41.5,57.6,13.9,2.4,4.56,4,1.0,4,2023
2023-04-08,Kolkata,22.5726,88.3639,118.6,68.2,109.6,24.9,8.9,3.81,4,1.0,4,2023
2023-04-08,Bengaluru,12.9716,77.5946,121.6,70.2,132.9,26.4,10.3,5.51,4,1.0,4,2023
2023-04-08,Hyderabad,17.385,78.4867,128.5,74.7,120.5,28.2,10.1,4.63,4,1.0,4,2023
2023-04-08,Puducherry,11.9416,79.8083,30.5,15.7,25.0,5.1,5.5,2.75,4,1.0,4,2023
2023-04-08,Lucknow,26.8467,80.9462,198.2,110.0,173.8,47.2,18.5,9.21,4,1.0,4,2023
2023-04-08,Patna,25.5941,85.1376,194.3,114.6,169.8,49.4,20.2,8.8,4,1.0,4,2023
2023-04-08,Ahmedabad,23.0225,72.5714,217.2,125.4,182.5,55.8,20.1,11.18,4,1.0,4,2023
2023-04-09,Delhi,28.6139,77.209,87.7,59.6,84.3,15.9,5.8,6.06,4,1.0,4,2023
2023-04-09,Mumbai,19.076,72.8777,110.5,62.1,81.3,26.2,10.6,6.24,4,1.0,4,2023
2023-04-09,Chennai,13.0827,80.2707,55.0,25.4,53.1,17.8,2.4,3.83,4,1.0,4,2023
2023-04-09,Kolkata,22.5726,88.3639,181.9,114.6,163.1,35.4,17.9,10.16,4,1.0,4,2023
2023-04-09,Bengaluru,12.9716,77.5946,73.2,42.0,64.5,6.7,10.7,2.76,4,1.0,4,2023
2023-04-09,Hyderabad,17.385,78.4867,137.7,82.2,134.0,36.0,13.3,5.99,4,1.0,4,2023
2023-04-09,Puducherry,11.9416,79.8083,91.0,45.2,87.1,18.4,11.6,4.71,4,1.0,4,2023
